load_zone,date_time_UTC,date_time_HST,system_load
Oahu,2007-04-14 04:00:00+00,4/13/2007 18:00,78.28
Oahu,2007-04-14 05:00:00+00,4/13/2007 19:00,77.48
Oahu,2007-04-14 06:00:00+00,4/13/2007 20:00,79.57
Oahu,2007-04-14 07:00:00+00,4/13/2007 21:00,80.5
Oahu,2007-04-14 08:00:00+00,4/13/2007 22:00,81.02
Oahu,2007-04-14 09:00:00+00,4/13/2007 23:00,78.88
Oahu,2007-04-14 10:00:00+00,4/14/2007 0:00,76.38
Oahu,2007-04-14 11:00:00+00,4/14/2007 1:00,75.84
Oahu,2007-04-14 12:00:00+00,4/14/2007 2:00,77.87
Oahu,2007-04-14 13:00:00+00,4/14/2007 3:00,75.75
Oahu,2007-04-14 14:00:00+00,4/14/2007 4:00,75.06
Oahu,2007-04-14 15:00:00+00,4/14/2007 5:00,77.03
Oahu,2007-04-14 16:00:00+00,4/14/2007 6:00,77.54
Oahu,2007-04-14 17:00:00+00,4/14/2007 7:00,78.45
Oahu,2007-04-14 18:00:00+00,4/14/2007 8:00,79.3
Oahu,2007-04-14 19:00:00+00,4/14/2007 9:00,79.07
Oahu,2007-04-14 20:00:00+00,4/14/2007 10:00,79.26
Oahu,2007-04-14 21:00:00+00,4/14/2007 11:00,79.11
Oahu,2007-04-14 22:00:00+00,4/14/2007 12:00,79.48
Oahu,2007-04-14 23:00:00+00,4/14/2007 13:00,79.87
Oahu,2007-04-15 00:00:00+00,4/14/2007 14:00,79.36
Oahu,2007-04-15 01:00:00+00,4/14/2007 15:00,79.03
Oahu,2007-04-15 02:00:00+00,4/14/2007 16:00,79.2
Oahu,2007-04-15 03:00:00+00,4/14/2007 17:00,79.11
Oahu,2007-04-15 04:00:00+00,4/14/2007 18:00,78.9
Oahu,2007-04-15 05:00:00+00,4/14/2007 19:00,79.71
Oahu,2007-04-15 06:00:00+00,4/14/2007 20:00,80.31
Oahu,2007-04-15 07:00:00+00,4/14/2007 21:00,86.51
Oahu,2007-04-15 08:00:00+00,4/14/2007 22:00,79.91
Oahu,2007-04-15 09:00:00+00,4/14/2007 23:00,78.26
Oahu,2007-04-15 10:00:00+00,4/15/2007 0:00,74.32
Oahu,2007-04-15 11:00:00+00,4/15/2007 1:00,76.1
Oahu,2007-04-15 12:00:00+00,4/15/2007 2:00,74.38
Oahu,2007-04-15 13:00:00+00,4/15/2007 3:00,70.3
Oahu,2007-04-15 14:00:00+00,4/15/2007 4:00,72.46
Oahu,2007-04-15 15:00:00+00,4/15/2007 5:00,75.02
Oahu,2007-04-15 16:00:00+00,4/15/2007 6:00,75.07
Oahu,2007-04-15 17:00:00+00,4/15/2007 7:00,76.77
Oahu,2007-04-15 18:00:00+00,4/15/2007 8:00,79.12
Oahu,2007-04-15 19:00:00+00,4/15/2007 9:00,79.51
Oahu,2007-04-15 20:00:00+00,4/15/2007 10:00,79.13
Oahu,2007-04-15 21:00:00+00,4/15/2007 11:00,78.54
Oahu,2007-04-15 22:00:00+00,4/15/2007 12:00,78.7
Oahu,2007-04-15 23:00:00+00,4/15/2007 13:00,78.67
Oahu,2007-04-16 00:00:00+00,4/15/2007 14:00,78.61
Oahu,2007-04-16 01:00:00+00,4/15/2007 15:00,78.66
Oahu,2007-04-16 02:00:00+00,4/15/2007 16:00,78.27
Oahu,2007-04-16 03:00:00+00,4/15/2007 17:00,78.76
Oahu,2007-04-16 04:00:00+00,4/15/2007 18:00,79.11
Oahu,2007-04-16 05:00:00+00,4/15/2007 19:00,81.65
Oahu,2007-04-16 06:00:00+00,4/15/2007 20:00,82.44
Oahu,2007-04-16 07:00:00+00,4/15/2007 21:00,78.93
Oahu,2007-04-16 08:00:00+00,4/15/2007 22:00,77.5
Oahu,2007-04-16 09:00:00+00,4/15/2007 23:00,77.86
Oahu,2007-04-16 10:00:00+00,4/16/2007 0:00,72.64
Oahu,2007-04-16 11:00:00+00,4/16/2007 1:00,57.19
Oahu,2007-04-16 12:00:00+00,4/16/2007 2:00,54.38
Oahu,2007-04-16 13:00:00+00,4/16/2007 3:00,53.55
Oahu,2007-04-16 14:00:00+00,4/16/2007 4:00,54.29
Oahu,2007-04-16 15:00:00+00,4/16/2007 5:00,71.58
Oahu,2007-04-16 16:00:00+00,4/16/2007 6:00,78.52
Oahu,2007-04-16 17:00:00+00,4/16/2007 7:00,79.07
Oahu,2007-04-16 18:00:00+00,4/16/2007 8:00,78.45
Oahu,2007-04-16 19:00:00+00,4/16/2007 9:00,79.29
Oahu,2007-04-16 20:00:00+00,4/16/2007 10:00,81.46
Oahu,2007-04-16 21:00:00+00,4/16/2007 11:00,80.97
Oahu,2007-04-16 22:00:00+00,4/16/2007 12:00,82.11
Oahu,2007-04-16 23:00:00+00,4/16/2007 13:00,82.97
Oahu,2007-04-17 00:00:00+00,4/16/2007 14:00,82.12
Oahu,2007-04-17 01:00:00+00,4/16/2007 15:00,81.96
Oahu,2007-04-17 02:00:00+00,4/16/2007 16:00,81.44
Oahu,2007-04-17 03:00:00+00,4/16/2007 17:00,80.68
Oahu,2007-04-17 04:00:00+00,4/16/2007 18:00,80.4
Oahu,2007-04-17 05:00:00+00,4/16/2007 19:00,82.92
Oahu,2007-04-17 06:00:00+00,4/16/2007 20:00,86.36
Oahu,2007-04-17 07:00:00+00,4/16/2007 21:00,78.88
Oahu,2007-04-17 08:00:00+00,4/16/2007 22:00,78.46
Oahu,2007-04-17 09:00:00+00,4/16/2007 23:00,77.02
Oahu,2007-04-17 10:00:00+00,4/17/2007 0:00,73.43
Oahu,2007-04-17 11:00:00+00,4/17/2007 1:00,69.79
Oahu,2007-04-17 12:00:00+00,4/17/2007 2:00,55.23
Oahu,2007-04-17 13:00:00+00,4/17/2007 3:00,53.99
Oahu,2007-04-17 14:00:00+00,4/17/2007 4:00,54.76
Oahu,2007-04-17 15:00:00+00,4/17/2007 5:00,72.73
Oahu,2007-04-17 16:00:00+00,4/17/2007 6:00,77.84
Oahu,2007-04-17 17:00:00+00,4/17/2007 7:00,77.39
Oahu,2007-04-17 18:00:00+00,4/17/2007 8:00,77.95
Oahu,2007-04-17 19:00:00+00,4/17/2007 9:00,79.32
Oahu,2007-04-17 20:00:00+00,4/17/2007 10:00,80.69
Oahu,2007-04-17 21:00:00+00,4/17/2007 11:00,80.43
Oahu,2007-04-17 22:00:00+00,4/17/2007 12:00,79.52
Oahu,2007-04-17 23:00:00+00,4/17/2007 13:00,79.39
Oahu,2007-04-18 00:00:00+00,4/17/2007 14:00,79.46
Oahu,2007-04-18 01:00:00+00,4/17/2007 15:00,78.9
Oahu,2007-04-18 02:00:00+00,4/17/2007 16:00,78.71
Oahu,2007-04-18 03:00:00+00,4/17/2007 17:00,78.45
Oahu,2007-04-18 04:00:00+00,4/17/2007 18:00,78.57
Oahu,2007-04-18 05:00:00+00,4/17/2007 19:00,79.6
Oahu,2007-04-18 06:00:00+00,4/17/2007 20:00,78.78
Oahu,2007-04-18 07:00:00+00,4/17/2007 21:00,78.55
Oahu,2007-04-18 08:00:00+00,4/17/2007 22:00,77.44
Oahu,2007-04-18 09:00:00+00,4/17/2007 23:00,72.79
Oahu,2007-04-18 10:00:00+00,4/18/2007 0:00,72.86
Oahu,2007-04-18 11:00:00+00,4/18/2007 1:00,57.3
Oahu,2007-04-18 12:00:00+00,4/18/2007 2:00,54.12
Oahu,2007-04-18 13:00:00+00,4/18/2007 3:00,53.36
Oahu,2007-04-18 14:00:00+00,4/18/2007 4:00,53.9
Oahu,2007-04-18 15:00:00+00,4/18/2007 5:00,73.02
Oahu,2007-04-18 16:00:00+00,4/18/2007 6:00,76.1
Oahu,2007-04-18 17:00:00+00,4/18/2007 7:00,77.11
Oahu,2007-04-18 18:00:00+00,4/18/2007 8:00,77.24
Oahu,2007-04-18 19:00:00+00,4/18/2007 9:00,78.33
Oahu,2007-04-18 20:00:00+00,4/18/2007 10:00,78.6
Oahu,2007-04-18 21:00:00+00,4/18/2007 11:00,79.04
Oahu,2007-04-18 22:00:00+00,4/18/2007 12:00,79.24
Oahu,2007-04-18 23:00:00+00,4/18/2007 13:00,79.37
Oahu,2007-04-19 00:00:00+00,4/18/2007 14:00,79.44
Oahu,2007-04-19 01:00:00+00,4/18/2007 15:00,79.13
Oahu,2007-04-19 02:00:00+00,4/18/2007 16:00,78.75
Oahu,2007-04-19 03:00:00+00,4/18/2007 17:00,77.66
Oahu,2007-04-19 04:00:00+00,4/18/2007 18:00,78.87
Oahu,2007-04-19 05:00:00+00,4/18/2007 19:00,79.45
Oahu,2007-04-19 06:00:00+00,4/18/2007 20:00,79.27
Oahu,2007-04-19 07:00:00+00,4/18/2007 21:00,77.47
Oahu,2007-04-19 08:00:00+00,4/18/2007 22:00,77.45
Oahu,2007-04-19 09:00:00+00,4/18/2007 23:00,73.44
Oahu,2007-04-19 10:00:00+00,4/19/2007 0:00,73.23
Oahu,2007-04-19 11:00:00+00,4/19/2007 1:00,56.67
Oahu,2007-04-19 12:00:00+00,4/19/2007 2:00,53.88
Oahu,2007-04-19 13:00:00+00,4/19/2007 3:00,52.47
Oahu,2007-04-19 14:00:00+00,4/19/2007 4:00,53.38
Oahu,2007-04-19 15:00:00+00,4/19/2007 5:00,72.56
Oahu,2007-04-19 16:00:00+00,4/19/2007 6:00,76.15
Oahu,2007-04-19 17:00:00+00,4/19/2007 7:00,76.98
Oahu,2007-04-19 18:00:00+00,4/19/2007 8:00,77.2
Oahu,2007-04-19 19:00:00+00,4/19/2007 9:00,78.13
Oahu,2007-04-19 20:00:00+00,4/19/2007 10:00,78.73
Oahu,2007-04-19 21:00:00+00,4/19/2007 11:00,79.42
Oahu,2007-04-19 22:00:00+00,4/19/2007 12:00,79.13
Oahu,2007-04-19 23:00:00+00,4/19/2007 13:00,78.96
Oahu,2007-04-20 00:00:00+00,4/19/2007 14:00,79.08
Oahu,2007-04-20 01:00:00+00,4/19/2007 15:00,79.19
Oahu,2007-04-20 02:00:00+00,4/19/2007 16:00,79.23
Oahu,2007-04-20 03:00:00+00,4/19/2007 17:00,78.74
Oahu,2007-04-20 04:00:00+00,4/19/2007 18:00,78.41
Oahu,2007-04-20 05:00:00+00,4/19/2007 19:00,79.19
Oahu,2007-04-20 06:00:00+00,4/19/2007 20:00,79.38
Oahu,2007-04-20 07:00:00+00,4/19/2007 21:00,78.42
Oahu,2007-04-20 08:00:00+00,4/19/2007 22:00,77.33
Oahu,2007-04-20 09:00:00+00,4/19/2007 23:00,74.47
Oahu,2007-04-20 10:00:00+00,4/20/2007 0:00,76.83
Oahu,2007-04-20 11:00:00+00,4/20/2007 1:00,54.99
Oahu,2007-04-20 12:00:00+00,4/20/2007 2:00,51.88
Oahu,2007-04-20 13:00:00+00,4/20/2007 3:00,27.03
Oahu,2007-04-20 14:00:00+00,4/20/2007 4:00,51.38
Oahu,2007-04-20 15:00:00+00,4/20/2007 5:00,56.89
Oahu,2007-04-20 16:00:00+00,4/20/2007 6:00,76.95
Oahu,2007-04-20 17:00:00+00,4/20/2007 7:00,78.05
Oahu,2007-04-20 18:00:00+00,4/20/2007 8:00,77.72
Oahu,2007-04-20 19:00:00+00,4/20/2007 9:00,78.58
Oahu,2007-04-20 20:00:00+00,4/20/2007 10:00,79.27
Oahu,2007-04-20 21:00:00+00,4/20/2007 11:00,79.56
Oahu,2007-04-20 22:00:00+00,4/20/2007 12:00,79.88
Oahu,2007-04-20 23:00:00+00,4/20/2007 13:00,80.18
Oahu,2007-04-21 00:00:00+00,4/20/2007 14:00,79.89
Oahu,2007-04-21 01:00:00+00,4/20/2007 15:00,80.08
Oahu,2007-04-21 02:00:00+00,4/20/2007 16:00,79.53
Oahu,2007-04-21 03:00:00+00,4/20/2007 17:00,78.98
Oahu,2007-04-21 04:00:00+00,4/20/2007 18:00,78.6
Oahu,2007-04-21 05:00:00+00,4/20/2007 19:00,79.03
Oahu,2007-04-21 06:00:00+00,4/20/2007 20:00,86.73
Oahu,2007-04-21 07:00:00+00,4/20/2007 21:00,80.37
Oahu,2007-04-21 08:00:00+00,4/20/2007 22:00,77.98
Oahu,2007-04-21 09:00:00+00,4/20/2007 23:00,75.92
Oahu,2007-04-21 10:00:00+00,4/21/2007 0:00,76.62
Oahu,2007-04-21 11:00:00+00,4/21/2007 1:00,74.93
Oahu,2007-04-21 12:00:00+00,4/21/2007 2:00,74.22
Oahu,2007-04-21 13:00:00+00,4/21/2007 3:00,72.99
Oahu,2007-04-21 14:00:00+00,4/21/2007 4:00,70.78
Oahu,2007-04-21 15:00:00+00,4/21/2007 5:00,75.02
Oahu,2007-04-21 16:00:00+00,4/21/2007 6:00,74.94
Oahu,2007-04-21 17:00:00+00,4/21/2007 7:00,76.83
Oahu,2007-04-21 18:00:00+00,4/21/2007 8:00,78
Oahu,2007-04-21 19:00:00+00,4/21/2007 9:00,77.77
Oahu,2007-04-21 20:00:00+00,4/21/2007 10:00,78.2
Oahu,2007-04-21 21:00:00+00,4/21/2007 11:00,78.41
Oahu,2007-04-21 22:00:00+00,4/21/2007 12:00,78.39
Oahu,2007-04-21 23:00:00+00,4/21/2007 13:00,78.3
Oahu,2007-04-22 00:00:00+00,4/21/2007 14:00,78.18
Oahu,2007-04-22 01:00:00+00,4/21/2007 15:00,78.07
Oahu,2007-04-22 02:00:00+00,4/21/2007 16:00,78.11
Oahu,2007-04-22 03:00:00+00,4/21/2007 17:00,78.01
Oahu,2007-04-22 04:00:00+00,4/21/2007 18:00,77
Oahu,2007-04-22 05:00:00+00,4/21/2007 19:00,77.38
Oahu,2007-04-22 06:00:00+00,4/21/2007 20:00,79.28
Oahu,2007-04-22 07:00:00+00,4/21/2007 21:00,79.21
Oahu,2007-04-22 08:00:00+00,4/21/2007 22:00,78.15
Oahu,2007-04-22 09:00:00+00,4/21/2007 23:00,77.47
Oahu,2007-04-22 10:00:00+00,4/22/2007 0:00,72.37
Oahu,2007-04-22 11:00:00+00,4/22/2007 1:00,74.63
Oahu,2007-04-22 12:00:00+00,4/22/2007 2:00,72.28
Oahu,2007-04-22 13:00:00+00,4/22/2007 3:00,61.81
Oahu,2007-04-22 14:00:00+00,4/22/2007 4:00,57.44
Oahu,2007-04-22 15:00:00+00,4/22/2007 5:00,62.4
Oahu,2007-04-22 16:00:00+00,4/22/2007 6:00,71.37
Oahu,2007-04-22 17:00:00+00,4/22/2007 7:00,74.01
Oahu,2007-04-22 18:00:00+00,4/22/2007 8:00,77.26
Oahu,2007-04-22 19:00:00+00,4/22/2007 9:00,75.23
Oahu,2007-04-22 20:00:00+00,4/22/2007 10:00,76.18
Oahu,2007-04-22 21:00:00+00,4/22/2007 11:00,76.68
Oahu,2007-04-22 22:00:00+00,4/22/2007 12:00,77.25
Oahu,2007-04-22 23:00:00+00,4/22/2007 13:00,77.49
Oahu,2007-04-23 00:00:00+00,4/22/2007 14:00,77.49
Oahu,2007-04-23 01:00:00+00,4/22/2007 15:00,77.67
Oahu,2007-04-23 02:00:00+00,4/22/2007 16:00,77.63
Oahu,2007-04-23 03:00:00+00,4/22/2007 17:00,77.51
Oahu,2007-04-23 04:00:00+00,4/22/2007 18:00,77.7
Oahu,2007-04-23 05:00:00+00,4/22/2007 19:00,78.5
Oahu,2007-04-23 06:00:00+00,4/22/2007 20:00,78.72
Oahu,2007-04-23 07:00:00+00,4/22/2007 21:00,77.82
Oahu,2007-04-23 08:00:00+00,4/22/2007 22:00,77.05
Oahu,2007-04-23 09:00:00+00,4/22/2007 23:00,74.23
Oahu,2007-04-23 10:00:00+00,4/23/2007 0:00,74.79
Oahu,2007-04-23 11:00:00+00,4/23/2007 1:00,54.75
Oahu,2007-04-23 12:00:00+00,4/23/2007 2:00,52.15
Oahu,2007-04-23 13:00:00+00,4/23/2007 3:00,27.03
Oahu,2007-04-23 14:00:00+00,4/23/2007 4:00,52.18
Oahu,2007-04-23 15:00:00+00,4/23/2007 5:00,57.16
Oahu,2007-04-23 16:00:00+00,4/23/2007 6:00,76.36
Oahu,2007-04-23 17:00:00+00,4/23/2007 7:00,76
Oahu,2007-04-23 18:00:00+00,4/23/2007 8:00,76.56
Oahu,2007-04-23 19:00:00+00,4/23/2007 9:00,77.45
Oahu,2007-04-23 20:00:00+00,4/23/2007 10:00,78.86
Oahu,2007-04-23 21:00:00+00,4/23/2007 11:00,78.43
Oahu,2007-04-23 22:00:00+00,4/23/2007 12:00,79.26
Oahu,2007-04-23 23:00:00+00,4/23/2007 13:00,79.42
Oahu,2007-04-24 00:00:00+00,4/23/2007 14:00,79.3
Oahu,2007-04-24 01:00:00+00,4/23/2007 15:00,79.25
Oahu,2007-04-24 02:00:00+00,4/23/2007 16:00,79.05
Oahu,2007-04-24 03:00:00+00,4/23/2007 17:00,78.85
Oahu,2007-04-24 04:00:00+00,4/23/2007 18:00,78.73
Oahu,2007-04-24 05:00:00+00,4/23/2007 19:00,79.33
Oahu,2007-04-24 06:00:00+00,4/23/2007 20:00,79.26
Oahu,2007-04-24 07:00:00+00,4/23/2007 21:00,78.61
Oahu,2007-04-24 08:00:00+00,4/23/2007 22:00,77.74
Oahu,2007-04-24 09:00:00+00,4/23/2007 23:00,77.37
Oahu,2007-04-24 10:00:00+00,4/24/2007 0:00,74.38
Oahu,2007-04-24 11:00:00+00,4/24/2007 1:00,70.59
Oahu,2007-04-24 12:00:00+00,4/24/2007 2:00,54.99
Oahu,2007-04-24 13:00:00+00,4/24/2007 3:00,54
Oahu,2007-04-24 14:00:00+00,4/24/2007 4:00,54.62
Oahu,2007-04-24 15:00:00+00,4/24/2007 5:00,72.16
Oahu,2007-04-24 16:00:00+00,4/24/2007 6:00,77.45
Oahu,2007-04-24 17:00:00+00,4/24/2007 7:00,78.22
Oahu,2007-04-24 18:00:00+00,4/24/2007 8:00,78.4
Oahu,2007-04-24 19:00:00+00,4/24/2007 9:00,77.98
Oahu,2007-04-24 20:00:00+00,4/24/2007 10:00,78.74
Oahu,2007-04-24 21:00:00+00,4/24/2007 11:00,79.06
Oahu,2007-04-24 22:00:00+00,4/24/2007 12:00,79.18
Oahu,2007-04-24 23:00:00+00,4/24/2007 13:00,79.05
Oahu,2007-04-25 00:00:00+00,4/24/2007 14:00,78.98
Oahu,2007-04-25 01:00:00+00,4/24/2007 15:00,78.89
Oahu,2007-04-25 02:00:00+00,4/24/2007 16:00,78.83
Oahu,2007-04-25 03:00:00+00,4/24/2007 17:00,78.57
Oahu,2007-04-25 04:00:00+00,4/24/2007 18:00,78.44
Oahu,2007-04-25 05:00:00+00,4/24/2007 19:00,78.88
Oahu,2007-04-25 06:00:00+00,4/24/2007 20:00,78.17
Oahu,2007-04-25 07:00:00+00,4/24/2007 21:00,78.47
Oahu,2007-04-25 08:00:00+00,4/24/2007 22:00,77.4
Oahu,2007-04-25 09:00:00+00,4/24/2007 23:00,77.61
Oahu,2007-04-25 10:00:00+00,4/25/2007 0:00,74.69
Oahu,2007-04-25 11:00:00+00,4/25/2007 1:00,57.63
Oahu,2007-04-25 12:00:00+00,4/25/2007 2:00,55.01
Oahu,2007-04-25 13:00:00+00,4/25/2007 3:00,53.77
Oahu,2007-04-25 14:00:00+00,4/25/2007 4:00,54.44
Oahu,2007-04-25 15:00:00+00,4/25/2007 5:00,73.29
Oahu,2007-04-25 16:00:00+00,4/25/2007 6:00,76.25
Oahu,2007-04-25 17:00:00+00,4/25/2007 7:00,78.45
Oahu,2007-04-25 18:00:00+00,4/25/2007 8:00,78.45
Oahu,2007-04-25 19:00:00+00,4/25/2007 9:00,78.77
Oahu,2007-04-25 20:00:00+00,4/25/2007 10:00,78.84
Oahu,2007-04-25 21:00:00+00,4/25/2007 11:00,79.11
Oahu,2007-04-25 22:00:00+00,4/25/2007 12:00,79.08
Oahu,2007-04-25 23:00:00+00,4/25/2007 13:00,79.25
Oahu,2007-04-26 00:00:00+00,4/25/2007 14:00,79.22
Oahu,2007-04-26 01:00:00+00,4/25/2007 15:00,79.27
Oahu,2007-04-26 02:00:00+00,4/25/2007 16:00,79.14
Oahu,2007-04-26 03:00:00+00,4/25/2007 17:00,78.82
Oahu,2007-04-26 04:00:00+00,4/25/2007 18:00,78.67
Oahu,2007-04-26 05:00:00+00,4/25/2007 19:00,79.14
Oahu,2007-04-26 06:00:00+00,4/25/2007 20:00,78.52
Oahu,2007-04-26 07:00:00+00,4/25/2007 21:00,78.59
Oahu,2007-04-26 08:00:00+00,4/25/2007 22:00,77.34
Oahu,2007-04-26 09:00:00+00,4/25/2007 23:00,77.52
Oahu,2007-04-26 10:00:00+00,4/26/2007 0:00,74.45
Oahu,2007-04-26 11:00:00+00,4/26/2007 1:00,70.26
Oahu,2007-04-26 12:00:00+00,4/26/2007 2:00,55.1
Oahu,2007-04-26 13:00:00+00,4/26/2007 3:00,53.93
Oahu,2007-04-26 14:00:00+00,4/26/2007 4:00,54.56
Oahu,2007-04-26 15:00:00+00,4/26/2007 5:00,72.56
Oahu,2007-04-26 16:00:00+00,4/26/2007 6:00,78.11
Oahu,2007-04-26 17:00:00+00,4/26/2007 7:00,78.56
Oahu,2007-04-26 18:00:00+00,4/26/2007 8:00,78.52
Oahu,2007-04-26 19:00:00+00,4/26/2007 9:00,78.36
Oahu,2007-04-26 20:00:00+00,4/26/2007 10:00,78.9
Oahu,2007-04-26 21:00:00+00,4/26/2007 11:00,79.05
Oahu,2007-04-26 22:00:00+00,4/26/2007 12:00,79.08
Oahu,2007-04-26 23:00:00+00,4/26/2007 13:00,79.25
Oahu,2007-04-27 00:00:00+00,4/26/2007 14:00,79.19
Oahu,2007-04-27 01:00:00+00,4/26/2007 15:00,79.21
Oahu,2007-04-27 02:00:00+00,4/26/2007 16:00,79.06
Oahu,2007-04-27 03:00:00+00,4/26/2007 17:00,79.17
Oahu,2007-04-27 04:00:00+00,4/26/2007 18:00,78.87
Oahu,2007-04-27 05:00:00+00,4/26/2007 19:00,79.18
Oahu,2007-04-27 06:00:00+00,4/26/2007 20:00,79.09
Oahu,2007-04-27 07:00:00+00,4/26/2007 21:00,78.63
Oahu,2007-04-27 08:00:00+00,4/26/2007 22:00,76.6
Oahu,2007-04-27 09:00:00+00,4/26/2007 23:00,77.52
Oahu,2007-04-27 10:00:00+00,4/27/2007 0:00,76.37
Oahu,2007-04-27 11:00:00+00,4/27/2007 1:00,57.51
Oahu,2007-04-27 12:00:00+00,4/27/2007 2:00,54.96
Oahu,2007-04-27 13:00:00+00,4/27/2007 3:00,53.54
Oahu,2007-04-27 14:00:00+00,4/27/2007 4:00,54.29
Oahu,2007-04-27 15:00:00+00,4/27/2007 5:00,72.18
Oahu,2007-04-27 16:00:00+00,4/27/2007 6:00,74.64
Oahu,2007-04-27 17:00:00+00,4/27/2007 7:00,78.03
Oahu,2007-04-27 18:00:00+00,4/27/2007 8:00,78.44
Oahu,2007-04-27 19:00:00+00,4/27/2007 9:00,79.45
Oahu,2007-04-27 20:00:00+00,4/27/2007 10:00,83.63
Oahu,2007-04-27 21:00:00+00,4/27/2007 11:00,78.57
Oahu,2007-04-27 22:00:00+00,4/27/2007 12:00,78.8
Oahu,2007-04-27 23:00:00+00,4/27/2007 13:00,79.26
Oahu,2007-04-28 00:00:00+00,4/27/2007 14:00,79.24
Oahu,2007-04-28 01:00:00+00,4/27/2007 15:00,79.35
Oahu,2007-04-28 02:00:00+00,4/27/2007 16:00,79.22
Oahu,2007-04-28 03:00:00+00,4/27/2007 17:00,78.57
Oahu,2007-04-28 04:00:00+00,4/27/2007 18:00,78.08
Oahu,2007-04-28 05:00:00+00,4/27/2007 19:00,78.28
Oahu,2007-04-28 06:00:00+00,4/27/2007 20:00,79.49
Oahu,2007-04-28 07:00:00+00,4/27/2007 21:00,79.47
Oahu,2007-04-28 08:00:00+00,4/27/2007 22:00,78.64
Oahu,2007-04-28 09:00:00+00,4/27/2007 23:00,77.86
Oahu,2007-04-28 10:00:00+00,4/28/2007 0:00,77.04
Oahu,2007-04-28 11:00:00+00,4/28/2007 1:00,75.34
Oahu,2007-04-28 12:00:00+00,4/28/2007 2:00,73.71
Oahu,2007-04-28 13:00:00+00,4/28/2007 3:00,72.85
Oahu,2007-04-28 14:00:00+00,4/28/2007 4:00,72.57
Oahu,2007-04-28 15:00:00+00,4/28/2007 5:00,73.86
Oahu,2007-04-28 16:00:00+00,4/28/2007 6:00,75.28
Oahu,2007-04-28 17:00:00+00,4/28/2007 7:00,77.22
Oahu,2007-04-28 18:00:00+00,4/28/2007 8:00,77.67
Oahu,2007-04-28 19:00:00+00,4/28/2007 9:00,77.8
Oahu,2007-04-28 20:00:00+00,4/28/2007 10:00,78.08
Oahu,2007-04-28 21:00:00+00,4/28/2007 11:00,78.32
Oahu,2007-04-28 22:00:00+00,4/28/2007 12:00,78.37
Oahu,2007-04-28 23:00:00+00,4/28/2007 13:00,78.22
Oahu,2007-04-29 00:00:00+00,4/28/2007 14:00,78.06
Oahu,2007-04-29 01:00:00+00,4/28/2007 15:00,77.94
Oahu,2007-04-29 02:00:00+00,4/28/2007 16:00,78.11
Oahu,2007-04-29 03:00:00+00,4/28/2007 17:00,78.14
Oahu,2007-04-29 04:00:00+00,4/28/2007 18:00,77.29
Oahu,2007-04-29 05:00:00+00,4/28/2007 19:00,77.67
Oahu,2007-04-29 06:00:00+00,4/28/2007 20:00,78.02
Oahu,2007-04-29 07:00:00+00,4/28/2007 21:00,78.88
Oahu,2007-04-29 08:00:00+00,4/28/2007 22:00,78.78
Oahu,2007-04-29 09:00:00+00,4/28/2007 23:00,77.57
Oahu,2007-04-29 10:00:00+00,4/29/2007 0:00,57.24
Oahu,2007-04-29 11:00:00+00,4/29/2007 1:00,76.48
Oahu,2007-04-29 12:00:00+00,4/29/2007 2:00,75.54
Oahu,2007-04-29 13:00:00+00,4/29/2007 3:00,74.06
Oahu,2007-04-29 14:00:00+00,4/29/2007 4:00,74.06
Oahu,2007-04-29 15:00:00+00,4/29/2007 5:00,74.72
Oahu,2007-04-29 16:00:00+00,4/29/2007 6:00,75.77
Oahu,2007-04-29 17:00:00+00,4/29/2007 7:00,76.78
Oahu,2007-04-29 18:00:00+00,4/29/2007 8:00,77.67
Oahu,2007-04-29 19:00:00+00,4/29/2007 9:00,78.47
Oahu,2007-04-29 20:00:00+00,4/29/2007 10:00,77.68
Oahu,2007-04-29 21:00:00+00,4/29/2007 11:00,77.55
Oahu,2007-04-29 22:00:00+00,4/29/2007 12:00,77.76
Oahu,2007-04-29 23:00:00+00,4/29/2007 13:00,77.68
Oahu,2007-04-30 00:00:00+00,4/29/2007 14:00,76.73
Oahu,2007-04-30 01:00:00+00,4/29/2007 15:00,76.65
Oahu,2007-04-30 02:00:00+00,4/29/2007 16:00,76.87
Oahu,2007-04-30 03:00:00+00,4/29/2007 17:00,77.28
Oahu,2007-04-30 04:00:00+00,4/29/2007 18:00,77.29
Oahu,2007-04-30 05:00:00+00,4/29/2007 19:00,78.03
Oahu,2007-04-30 06:00:00+00,4/29/2007 20:00,78.37
Oahu,2007-04-30 07:00:00+00,4/29/2007 21:00,77.91
Oahu,2007-04-30 08:00:00+00,4/29/2007 22:00,75.95
Oahu,2007-04-30 09:00:00+00,4/29/2007 23:00,72.76
Oahu,2007-04-30 10:00:00+00,4/30/2007 0:00,71.57
Oahu,2007-04-30 11:00:00+00,4/30/2007 1:00,53.66
Oahu,2007-04-30 12:00:00+00,4/30/2007 2:00,26.89
Oahu,2007-04-30 13:00:00+00,4/30/2007 3:00,26.62
Oahu,2007-04-30 14:00:00+00,4/30/2007 4:00,26.82
Oahu,2007-04-30 15:00:00+00,4/30/2007 5:00,54.83
Oahu,2007-04-30 16:00:00+00,4/30/2007 6:00,75.42
Oahu,2007-04-30 17:00:00+00,4/30/2007 7:00,76.13
Oahu,2007-04-30 18:00:00+00,4/30/2007 8:00,76.73
